altitude_m,ax,ay,az,bax_true,bay_true,baz_true,beacon_id,beacon_x,beacon_y,beacon_z,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,range_m,sensor,time_s,valid,vx,vy,vz,x,y,z
,0.09952113776002947,0.35690825741597787,0.004898934693648015,0.03632333413790901,-0.024224112846450204,0.019776203106122107,,,,,,-0.00103553765327781,0.0009072795785108965,0.030205415800333646,0.0,0.0,inertial,,4.1333333333,,imu,4.1333333333,1.0,,,,,,
,0.07545662508563836,0.2851601958618602,-0.02648998044389833,0.036604826442434804,-0.023847949265716022,0.019896619267077018,,,,,,-0.0026732816418692813,0.0022668652201886146,0.031316415760082206,0.0,0.0,inertial,,4.2,,imu,4.2,1.0,,,,,,
,0.12133647101090529,0.39435500442521476,0.053894990648526486,0.03667293006626135,-0.02377221714694493,0.019715130608425044,,,,,,-0.002423113368433225,0.00041184976205585797,0.03229319896052069,0.0,0.0,inertial,,4.2666666667,,imu,4.2666666667,1.0,,,,,,
,-0.03181875485003503,0.3755413727052225,0.07537685685622192,0.036757650304845194,-0.023712138987868534,0.019767674322200283,,,,,,0.0012863333797299347,-0.0010282729069195297,0.027915754011164393,0.0,0.0,inertial,,4.3333333333,,imu,4.3333333333,1.0,,,,,,
85.52922277080201,,,,,,,,,,,0.020454736000003814,,,,0.0,0.0,altitude,,4.3333333333,,barometer,4.3333333333,1.0,,,,,,
,0.005224903943473247,0.30083465322018144,0.009759385870996687,0.03690498579621264,-0.023767045468175083,0.01978517636009563,,,,,,0.00019443657638603984,0.00040876737973585413,0.03633885782105301,0.0,0.0,inertial,,4.4,,imu,4.4,1.0,,,,,,
,0.014601049202223354,0.3930906342206005,0.05952766666278066,0.03709816469923135,-0.02376480880934368,0.01978321739039006,,,,,,-0.0016149870896403115,0.00174933573883643,0.03578900133892223,0.0,0.0,inertial,,4.4666666667,,imu,4.4666666667,1.0,,,,,,
,0.11915142213657501,0.45020194684903764,0.16873229030658227,0.037190843014500936,-0.02358630766456996,0.019888286405530285,,,,,,-0.0014623258495286531,0.0006632632245874677,0.032712967998847126,0.0,0.0,inertial,,4.5333333333,,imu,4.5333333333,1.0,,,,,,
,0.08923813144780043,0.31967141794793896,0.09928773004405844,0.03698686555352199,-0.02372832060897804,0.019658003784192912,,,,,,0.001393900371664072,-0.004561146044587613,0.036317794734428574,0.0,0.0,inertial,,4.6,,imu,4.6,1.0,,,,,,
,0.05852691430116366,0.46065862628513976,-0.008273403654989263,0.0371116047189402,-0.023885098284775485,0.01971215821688159,,,,,,0.0009051032501086837,0.0006651001965798219,0.033260908700364765,0.0,0.0,inertial,,4.6666666667,,imu,4.6666666667,1.0,,,,,,
86.65876194110155,,,,,,,,,,,0.021341121152176335,,,,0.0,0.0,altitude,,4.6666666667,,barometer,4.6666666667,1.0,,,,,,
,0.06840459489330714,0.486812395300856,0.037161457188802385,0.03734933580051442,-0.02362760009537354,0.019312876315237672,,,,,,0.003381590234217225,0.001341779970426692,0.03325797812011305,0.0,0.0,inertial,,4.7333333333,,imu,4.7333333333,1.0,,,,,,
,0.021807399784086273,0.46762574960808,-0.0016622012372095943,0.0376391721219779,-0.023546163014061705,0.019404056145653346,,,,,,-0.0016506735367447067,-0.0021806243398143532,0.0374255969321153,0.0,0.0,inertial,,4.8,,imu,4.8,1.0,,,,,,
,0.08149534458463033,0.4103669800322518,-0.0284211225856196,0.037746665901428965,-0.0234040890990349,0.019313790966991755,,,,,,-0.002321216903902515,-0.0015637004944646367,0.03614698297734921,0.0,0.0,inertial,,4.8666666667,,imu,4.8666666667,1.0,,,,,,
,0.053200285864400745,0.4432217068603433,0.0025869309278732378,0.03742016018171081,-0.023176053936844607,0.019424539040266697,,,,,,-0.0026911367567902726,0.002526316050303737,0.035517983947968824,0.0,0.0,inertial,,4.9333333333,,imu,4.9333333333,1.0,,,,,,
,0.030078645704991788,0.4700551690403273,0.11510290674879703,0.0371127409141245,-0.023395827000316928,0.019082628561521018,,,,,,0.0005731490680582273,-0.0017277598848387376,0.035606032744424816,0.0,0.0,inertial,,5.0,,imu,5.0,1.0,,,,,,
,,,,,,,,,,,,,,,0.0,0.0,position_velocity,0.0,5.0,,gps,5.0,1.0,11.524901937724911,2.827939478857191,0.09159423902377875,78.39422084373643,-0.61955619432983,87.21312188015274
85.47815081778042,,,,,,,,,,,0.020671093761592575,,,,0.0,0.0,altitude,,5.0,,barometer,5.0,1.0,,,,,,
,,,,,,,0.0,0.0,0.0,85.0,,,,,0.0,0.0,range,,5.0,74.94313702524425,range_beacon,5.0,1.0,,,,,,
,,,,,,,1.0,180.0,-60.0,90.0,,,,,0.0,0.0,range,,5.0,119.22699441689586,range_beacon,5.0,1.0,,,,,,
,,,,,,,2.0,80.0,160.0,80.0,,,,,0.0,0.0,range,,5.0,162.99511311899963,range_beacon,5.0,1.0,,,,,,
,0.1347491440907768,0.4078660844328571,-0.022559957061447804,0.037351266537478583,-0.0232340494748416,0.019104953095103204,,,,,,-0.0029626679991885366,0.002346010651706182,0.03412427602829041,0.0,0.0,inertial,,5.0666666667,,imu,5.0666666667,1.0,,,,,,
,0.0999697836655141,0.3322152581571214,0.09373005852157978,0.03741741515764387,-0.0231413891556603,0.01903511895336439,,,,,,0.0008591604079277884,-0.0006022709474476853,0.036226759747901294,0.0,0.0,inertial,,5.1333333333,,imu,5.1333333333,1.0,,,,,,
,0.0839659648840655,0.4663852039287272,0.003226348295340943,0.03734310828088492,-0.022922058887262932,0.019098947329999703,,,,,,0.0005544406002205299,0.000473315889280683,0.03366540304973671,0.0,0.0,inertial,,5.2,,imu,5.2,1.0,,,,,,
,0.008832673057094828,0.3964252361484744,0.028014360959642694,0.03718998804971749,-0.022657312849332437,0.019111132966799848,,,,,,0.0013204639287816807,-0.0026162798314705,0.03663449350032619,0.0,0.0,inertial,,5.2666666667,,imu,5.2666666667,1.0,,,,,,
,0.15713253035216254,0.42258055239318637,0.038442353672296765,0.037170969515266473,-0.022737650045105112,0.019133829332629724,,,,,,0.0023890381251496693,-0.0011680270552825072,0.0357512273265304,0.0,0.0,inertial,,5.3333333333,,imu,5.3333333333,1.0,,,,,,
86.35721618823126,,,,,,,,,,,0.019885560070046843,,,,0.0,0.0,altitude,,5.3333333333,,barometer,5.3333333333,1.0,,,,,,
,0.08153197577079666,0.5198859041865579,-0.011337025635962339,0.03727270987172435,-0.022846592680329025,0.01901011750343347,,,,,,0.0008510152213648627,0.0024458053982208427,0.04060412112011647,0.0,0.0,inertial,,5.4,,imu,5.4,1.0,,,,,,
,0.0741849942228539,0.4400972035627191,-0.0020275565293548445,0.03720764087981127,-0.023060509780860296,0.019018361614448278,,,,,,-0.0012848419363109408,0.00046930549526978086,0.03430196846306391,0.0,0.0,inertial,,5.4666666667,,imu,5.4666666667,1.0,,,,,,
,-0.021050677735004547,0.5008948029295872,0.15067859040562037,0.03752375065630946,-0.023184119309116603,0.018799551510129513,,,,,,0.0009632781689511675,-0.0020175689108415293,0.03391307794647812,0.0,0.0,inertial,,5.5333333333,,imu,5.5333333333,1.0,,,,,,
,0.034694731065571444,0.4684414126933314,0.0028787637163687207,0.03759543654071328,-0.023266938023488226,0.018790617530352983,,,,,,-0.0008642106686106922,-0.0008508457285668356,0.04013263039696897,0.0,0.0,inertial,,5.6,,imu,5.6,1.0,,,,,,
,0.012769596293858515,0.49567151225885253,0.10094508252147653,0.03781504928557746,-0.023259794974211698,0.018586597292602973,,,,,,0.0006453557299814896,0.0009543169446745621,0.04213065925244493,0.0,0.0,inertial,,5.6666666667,,imu,5.6666666667,1.0,,,,,,
85.47204102432589,,,,,,,,,,,0.0208818136878292,,,,0.0,0.0,altitude,,5.6666666667,,barometer,5.6666666667,1.0,,,,,,
,0.1630992248004542,0.508638213698584,-0.008179716335921232,0.03769574702620999,-0.022982122438657847,0.01889978269643152,,,,,,0.0001680310465943096,-0.0004973559221461097,0.03832296200207212,0.0,0.0,inertial,,5.7333333333,,imu,5.7333333333,1.0,,,,,,
,0.11771785428758459,0.5005868082796536,0.025210879713174303,0.037661810109653034,-0.022999817119313412,0.01868560631807565,,,,,,-0.001723928349163628,-0.0015728873746168324,0.03690541222102019,0.0,0.0,inertial,,5.8,,imu,5.8,1.0,,,,,,
,0.08032080370232109,0.4681271515865897,0.008531563339858161,0.03756249446731211,-0.022832838227576,0.01891071391393034,,,,,,-0.0009592630853763377,-0.003153052769732217,0.04202523514240985,0.0,0.0,inertial,,5.8666666667,,imu,5.8666666667,1.0,,,,,,
,0.12665600199209595,0.46296083853306724,0.010513431010231125,0.037726880853627374,-0.023075815597360123,0.018676458602254503,,,,,,0.00199531426346084,0.002888565889432812,0.0406002336287343,0.0,0.0,inertial,,5.9333333333,,imu,5.9333333333,1.0,,,,,,
,0.1601219765988349,0.535427119259956,0.07198427897218437,0.037744845069006015,-0.022848212574358824,0.0190208736918832,,,,,,0.001805966028480021,6.027616978219805e-05,0.04243394136317981,0.0,0.0,inertial,,6.0,,imu,6.0,1.0,,,,,,
,,,,,,,,,,,,,,,0.0,0.0,position_velocity,0.0,6.0,,gps,6.0,1.0,12.689228743471933,2.858513220209576,0.6424016744823016,84.05000693112244,0.3376440399671842,84.6533315186388
86.2640993033902,,,,,,,,,,,0.02251967563736768,,,,0.0,0.0,altitude,,6.0,,barometer,6.0,1.0,,,,,,
,,,,,,,0.0,0.0,0.0,85.0,,,,,0.0,0.0,range,,6.0,86.67625180734179,range_beacon,6.0,1.0,,,,,,
,,,,,,,1.0,180.0,-60.0,90.0,,,,,0.0,0.0,range,,6.0,110.65767240464824,range_beacon,6.0,1.0,,,,,,
,,,,,,,2.0,80.0,160.0,80.0,,,,,0.0,0.0,range,,6.0,156.89181424503272,range_beacon,6.0,1.0,,,,,,
,0.12887307046109478,0.4809708439407997,-0.02665938834187609,0.03773690437860168,-0.022868698977504234,0.01887004717633198,,,,,,-0.0006901375925708369,0.0010123138302748644,0.04360167078127782,0.0,0.0,inertial,,6.0666666667,,imu,6.0666666667,1.0,,,,,,
,0.10461118019480965,0.4599027988769671,0.026904917302538554,0.03772190685351708,-0.023051060709984368,0.018816803190914992,,,,,,0.0009897254110171132,-0.0005960199872374699,0.04113413298744969,0.0,0.0,inertial,,6.1333333333,,imu,6.1333333333,1.0,,,,,,
,0.13614884346022843,0.5443825904032185,0.07421787897165975,0.03773234708086493,-0.022900624962961556,0.018730646247903857,,,,,,-0.00045317117937523785,0.001696905116947329,0.03887416447834093,0.0,0.0,inertial,,6.2,,imu,6.2,1.0,,,,,,
,-0.041548538408839916,0.6073859159705615,-0.02298442393362468,0.03789739554558112,-0.022887309515029375,0.018899203709786788,,,,,,-0.0007448471192540558,0.002729752565274596,0.04069831530546305,0.0,0.0,inertial,,6.2666666667,,imu,6.2666666667,1.0,,,,,,
,0.15627328833077725,0.446959376950941,-0.10808938078127746,0.0379488393976392,-0.022875760630749083,0.01899343678568298,,,,,,0.001541552670713331,-0.00149641152302022,0.040245902466055014,0.0,0.0,inertial,,6.3333333333,,imu,6.3333333333,1.0,,,,,,
85.49035320726986,,,,,,,,,,,0.02376445899744342,,,,0.0,0.0,altitude,,6.3333333333,,barometer,6.3333333333,1.0,,,,,,
,0.15786715068889437,0.5807644226170371,0.04309691945800272,0.03789995396267099,-0.022681951972478895,0.019034139307872622,,,,,,0.002769159019674957,0.003121019764856322,0.041619206592702324,0.0,0.0,inertial,,6.4,,imu,6.4,1.0,,,,,,
,-0.0510841011839432,0.425796597336904,0.07525509390818337,0.037729069588228345,-0.022796856685733165,0.018925886077754844,,,,,,0.0005170626603600662,0.0009935378523620874,0.040457014763745615,0.0,0.0,inertial,,6.4666666667,,imu,6.4666666667,1.0,,,,,,
