accepted,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_3,residual_4,residual_5,residual_norm,sensor_is_dropout,sensor_is_outlier,source,sqrt_condition,stale_s,time_s
1.0,55.0,0.8109192711818134,18.6666666667,4.261703430290663,1.674053115366391,,,,,,1.674053115366391,0.0,0.0,barometer_altitude,83.24359100865465,0.0,18.6666666667
1.0,55.0,4.471086024353856,19.0,4.446287491926842,-2.411148723522956,1.8627525791373785,1.1156906354559197,-0.3634893742242653,0.021841624504922663,-0.4074851724121703,3.2904249998357518,0.0,0.0,gps_position_velocity,75.54813105312707,0.0,19.0
1.0,55.0,0.8067083736795732,19.0,0.393739689229201,-0.5061988591827742,,,,,,0.5061988591827742,0.0,0.0,barometer_altitude,75.54813106964654,0.0,19.0
0.0,0.0,0.0,19.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,19.0
0.0,0.0,0.0,19.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,19.0
0.0,0.0,0.0,19.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,19.0
1.0,55.0,0.8077413931574811,19.3333333333,2.884648265865023,-1.3718883623967315,,,,,,1.3718883623967315,0.0,0.0,barometer_altitude,78.4125013269852,0.0,19.3333333333
1.0,55.0,0.8088507710723621,19.6666666667,8.065965127547694,2.2971881846265205,,,,,,2.2971881846265205,0.0,0.0,barometer_altitude,81.48070084734299,0.0,19.6666666667
1.0,55.0,4.445078624074087,20.0,7.665725238984463,-1.370319728694767,1.319278610495175,3.634117795593511,-0.07811787197582909,-0.478958820975647,-0.4503143131893059,4.154921334752944,0.0,0.0,gps_position_velocity,74.91068854490547,0.0,20.0
1.0,55.0,0.8051717102452585,20.0,0.08661208133437195,-0.23696147529291522,,,,,,0.23696147529291522,0.0,0.0,barometer_altitude,74.91068855657764,0.0,20.0
0.0,0.0,0.0,20.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,20.0
0.0,0.0,0.0,20.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,20.0
0.0,0.0,0.0,20.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,20.0
1.0,55.0,0.8063266465051582,20.3333333333,0.0044732404323891365,-0.05392897089883775,,,,,,0.05392897089883775,0.0,0.0,barometer_altitude,77.61673167292915,0.0,20.3333333333
1.0,55.0,0.8075505379646081,20.6666666667,3.086995171204244,-1.418853924781942,,,,,,1.418853924781942,0.0,0.0,barometer_altitude,80.52112074678377,0.0,20.6666666667
0.0,55.0,4.4270631369249065,21.0,291.7504273229295,34.77957022943042,-23.269554494762403,11.047553163942567,-0.32888161503683655,0.36988530875936476,0.010802048997863578,43.28260848864524,0.0,1.0,gps_position_velocity,83.6328833352999,0.0,21.0
1.0,55.0,0.8088036108420128,21.0,0.4416490930556628,0.5375040648448106,,,,,,0.5375040648448106,0.0,0.0,barometer_altitude,83.63288334527887,0.0,21.0
0.0,0.0,0.0,21.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,21.0
0.0,0.0,0.0,21.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,21.0
0.0,0.0,0.0,21.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,21.0
1.0,55.0,0.8100481300570255,21.3333333333,1.0406713260967364,-0.8263568244569797,,,,,,0.8263568244569797,0.0,0.0,barometer_altitude,86.96002461077191,0.0,21.3333333333
1.0,55.0,0.8112504882187599,21.6666666667,0.26270193456416874,0.4158020313229116,,,,,,0.4158020313229116,0.0,0.0,barometer_altitude,90.50954395202518,0.0,21.6666666667
