altitude_m,ax,ay,az,bax_true,bay_true,baz_true,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,sensor,time_s,valid,vx,vy,vz,x,y,z
,0.3281811933057928,0.34137157151104747,-0.0004963885719293168,0.03404259815796807,-0.02507323879020481,0.019863974707908478,,-0.0013182574605024964,0.0009750488124781628,0.021369952382292202,0.0,0.0,inertial,,0.95,imu,0.95,1.0,,,,,,
,0.28238843002951564,0.30623195275869164,0.05904267925506679,0.03416787439983593,-0.02517801165674403,0.019874535565593696,,0.0009287738194644336,0.0019056383910437363,0.017992300722411383,0.0,0.0,inertial,,1.0,imu,1.0,1.0,,,,,,
,,,,,,,,,,,0.0,0.0,position_velocity,0.0,1.0,gps,1.0,1.0,18.47559528738691,1.7769918542939196,0.25528914604678477,18.163955949105446,-0.5178452148420234,123.48354962612748
119.90130396865898,,,,,,,-0.005101221478795488,,,,0.0,0.0,altitude,,1.0,barometer,1.0,1.0,,,,,,
,0.22195612425415043,0.2921748516911512,0.005219287701265882,0.034274637699871505,-0.025155323022172008,0.0200377494334167,,0.000696198612396528,-0.0007717658853149341,0.015193806834174938,0.0,0.0,inertial,,1.05,imu,1.05,1.0,,,,,,
,0.2715604416894553,0.3278871208576324,0.0442056999645506,0.0344836555309546,-0.02514185852210657,0.02020003004376294,,0.0019780282931223607,0.0006192675319595221,0.0197496909413872,0.0,0.0,inertial,,1.1,imu,1.1,1.0,,,,,,
,0.2266260705582462,0.2853488776189348,0.029938161055589677,0.03440760558578279,-0.025348363732443514,0.020126072171533727,,0.0017095920740677428,0.00011125647136102184,0.01773027742558719,0.0,0.0,inertial,,1.15,imu,1.15,1.0,,,,,,
,0.29965499836294174,0.2977735837946862,0.01689263416877057,0.034550782229143845,-0.025562054882533436,0.020357239928927448,,-0.002524139982796137,-0.00045652921387796363,0.01792596151077228,0.0,0.0,inertial,,1.2,imu,1.2,1.0,,,,,,
119.83134862680132,,,,,,,-0.004343915865330044,,,,0.0,0.0,altitude,,1.2,barometer,1.2,1.0,,,,,,
,0.2622647269177081,0.23456074219977774,0.029963564038183062,0.034582548613528,-0.025509386358795485,0.02031385077116718,,0.0005547673824549384,0.001363699601323357,0.018104192173995483,0.0,0.0,inertial,,1.25,imu,1.25,1.0,,,,,,
,0.196382703350922,0.4316470894033068,0.04216348445892631,0.03458846534684695,-0.0252717781733742,0.02050995537168116,,0.000873568778115394,0.002075429307658037,0.018559981742456804,0.0,0.0,inertial,,1.3,imu,1.3,1.0,,,,,,
,0.2697052872877479,0.37704339235650847,0.09077975297465139,0.03445170525137677,-0.025480395445966163,0.020386491645042366,,-0.003323153509664868,-0.0035771259385123247,0.020346385123060386,0.0,0.0,inertial,,1.35,imu,1.35,1.0,,,,,,
,0.26649451147542347,0.38270059246515725,0.06712470606333648,0.034314693366775194,-0.025290724019796734,0.020449929353327796,,0.00045304613543197626,0.002976762744410652,0.015527605359876613,0.0,0.0,inertial,,1.4,imu,1.4,1.0,,,,,,
119.95307819225276,,,,,,,-0.002756532285424199,,,,0.0,0.0,altitude,,1.4,barometer,1.4,1.0,,,,,,
,0.22821974281069202,0.40091457762439775,0.08593930538567347,0.034414705216562716,-0.02551918902195483,0.020797085495408325,,0.0009426289380495489,0.0005607830767562063,0.017235890819415924,0.0,0.0,inertial,,1.45,imu,1.45,1.0,,,,,,
,0.3859710497867049,0.38176728598555265,0.06168528782713338,0.03423243229702089,-0.025520164083466194,0.020954538040008377,,0.001405842915659393,5.463630154552386e-05,0.016726264228682692,0.0,0.0,inertial,,1.5,imu,1.5,1.0,,,,,,
,0.3990471467902425,0.35787725999052433,0.10723512869167595,0.034346101122800045,-0.025895947337577545,0.02086220093699524,,0.003628577856141596,0.0007778992953683887,0.019164699966006584,0.0,0.0,inertial,,1.55,imu,1.55,1.0,,,,,,
,0.25187306945493343,0.2898423582950984,0.06714737660393841,0.0343820780294005,-0.02596552288647285,0.02111243722293206,,-0.003459739504452976,-0.0006858352201725473,0.021558067188048955,0.0,0.0,inertial,,1.6,imu,1.6,1.0,,,,,,
