baro_valid,baro_z,gps_valid,gps_x,gps_y,gps_z,imu_ax,imu_ay,imu_az,time_s
0.0,nan,0.0,nan,nan,nan,0.22252484329728764,0.34090616150765984,0.03968660292346375,1.15
1.0,119.9576735627204,0.0,nan,nan,nan,0.28947580148437263,0.3022864320031423,0.12648011207318852,1.2
0.0,nan,0.0,nan,nan,nan,0.2610066453020996,0.2832257646885887,0.053068786570539025,1.25
0.0,nan,0.0,nan,nan,nan,0.2422186805764892,0.33054545615322334,0.00983205702312663,1.3
0.0,nan,0.0,nan,nan,nan,0.3098515915377515,0.3117972460056483,0.06654138035439529,1.35
1.0,119.9903066290551,0.0,nan,nan,nan,0.24864870990786986,0.3147651757323234,0.05709261117758868,1.4
0.0,nan,0.0,nan,nan,nan,0.34162453599297765,0.3300918232211689,0.0690223113924428,1.45
0.0,nan,0.0,nan,nan,nan,0.341139151930904,0.27483309099868997,0.10854999944865429,1.5
0.0,nan,0.0,nan,nan,nan,0.30887642160416656,0.30154642642647933,0.0816445891721203,1.55
1.0,120.13871211144809,0.0,nan,nan,nan,0.36449791125355924,0.23529263831365682,0.1504271448588819,1.6
0.0,nan,0.0,nan,nan,nan,0.23311471610887238,0.31186297730953483,-0.011601178208205179,1.65
0.0,nan,0.0,nan,nan,nan,0.2799535323364899,0.226021196278719,-0.06338005094577874,1.7
0.0,nan,0.0,nan,nan,nan,0.25968820086331124,0.27257729124235774,0.12115292006004583,1.75
1.0,120.35983236976021,0.0,nan,nan,nan,0.3162396756957243,0.2430400073219045,0.10887408537378758,1.8
0.0,nan,0.0,nan,nan,nan,0.33824836508434836,0.2391388320163865,0.016932953517975136,1.85
0.0,nan,0.0,nan,nan,nan,0.35784197305171683,0.33470831884412716,0.11629128483690446,1.9
0.0,nan,0.0,nan,nan,nan,0.3415794413636537,0.3669747782709667,0.1032706394969942,1.95
1.0,120.48237828831924,1.0,36.68563290940728,2.357845220211239,119.5666955718792,0.36646258759488515,0.34735521892643606,0.1316445707697739,2.0
0.0,nan,0.0,nan,nan,nan,0.31372848892713334,0.30564276496215526,0.10740257852940988,2.05
0.0,nan,0.0,nan,nan,nan,0.3307708860249795,0.342497404002834,0.08124403595698837,2.1
0.0,nan,0.0,nan,nan,nan,0.3032190781937086,0.2928204754817755,0.15659333360241,2.15
1.0,119.87023096210149,0.0,nan,nan,nan,0.3235672349720676,0.21336713347651703,0.1273030652064281,2.2
